,BELTON LAKE,LAKE WHITNEY,AQUILLA LAKE,LAKE WACO,PROCTOR LAKE,POSSUM KINGDOM LAKE,LAKE GEORGETOWN,GRANGER LAKE,LAKE LIMESTONE,STILLHOUSE HOLLOW LAKE,SOMERVILLE LAKE,LAKE GRANBURY,SAM RAYBURN RESERVOIR,B A STEINHAGEN LAKE,"LAKE GRANBURY,POSSUM KINGDOM LAKE,LAKE WHITNEY","LAKE GEORGETOWN,STILLHOUSE HOLLOW LAKE"
1991-12-10,13.95347866,12.98060317,13.36475142,13.59368541,12.57898056,9.933824009,14.96899695,15.13024678,14.70436846,14.18504671,15.81614971,12.43164126,14.81721887,14.98891298,10.495001793463253,14.309012821091702
1991-12-11,13.64861804,13.41031438,13.36406328,13.47022453,13.02941699,11.94607331,14.34515281,15.14580588,14.15163617,13.54177087,16.75704279,13.94427678,14.95163633,14.91380808,12.310946455663373,13.668809717291007
1991-12-12,16.76721427,16.7175716,17.54479379,16.63574828,16.05888386,13.8492604,16.63362185,16.92332983,16.56935862,16.78852293,17.98883639,16.78579632,16.61805335,16.86823446,14.44736285727292,16.764028410435206
1991-12-13,16.0783146,15.97708927,16.36809708,16.06839308,15.22067788,12.13550388,16.04664795,16.65888481,16.38867304,15.60263246,17.94500569,15.26462823,19.49935777,19.00376081,12.840653824033964,15.672844663213024
1991-12-14,13.80788663,13.28463806,13.56445745,13.607682,12.35020407,10.47997788,14.13071626,14.73179044,14.17313831,13.51376479,14.8595053,11.83586067,15.09654452,15.05636132,10.884004781081822,13.611323372886856
1991-12-15,5.517303516,5.442226783,5.546556313,5.473794819,5.235335255,4.7593594,5.437880772,5.949713404,5.916144964,5.331810256,6.99477639,5.766999783,6.653585289,6.737532686,4.938560196481422,5.348583194764595
1991-12-16,5.80898109,6.594955963,7.252746343,6.124940234,6.301371913,7.068539374,5.658982971,6.325721677,6.950122086,5.004591191,6.753716738,7.939639223,6.115934444,6.560281027,7.13155667376673,5.108070212955497
1991-12-17,9.039817812,9.291559912,10.07271497,9.056659213,8.896625346,9.115197862,8.990029406,9.512480851,9.695427094,8.702678772,10.22696172,10.06568824,8.472845766,8.682482819,9.243828745188145,8.748117549615165
1991-12-18,10.35013126,10.65719846,11.02471061,10.63629529,10.11043098,8.309103756,9.309083712,10.0836404,12.60165787,9.25734969,11.50562999,10.08752817,10.47465987,11.02900594,8.72410340498771,9.265530394834622
1991-12-19,8.836340364,7.881362405,8.997015908,8.475871582,7.347765884,4.887975225,9.995009938,10.57837719,9.539333523,8.911108566,11.89465491,7.158718633,8.55519469,8.941593365,5.417450334387349,9.082505972414214
1991-12-20,11.26813443,9.58595116,11.05865868,10.52661953,9.225672177,6.963577062,13.00347023,13.63337483,11.02113989,11.99040348,14.25556309,8.09171225,8.153065511,9.058148976,7.324687087578841,12.150599802248475
1991-12-21,10.45602324,9.563287676,10.57738113,10.17169114,7.530634403,6.107749696,12.49443234,13.40911753,13.21939409,11.2580357,15.03647222,7.37525228,14.79940937,15.06103492,6.557455084242151,11.453547194744422
1991-12-22,7.270484129,7.7136175,9.034431519,7.205620221,5.466155076,4.453442092,8.292348598,9.396511137,10.23068015,7.255041759,13.78585215,7.716834821,13.88649417,13.81798747,5.124388768391672,7.419071168366158
1991-12-23,10.1507438,9.171788789,9.738943301,9.725341928,9.751480547,9.11183148,10.34804426,10.64977229,10.89092957,10.23076323,12.82373432,8.545011212,14.73757385,14.39041971,9.049386940913779,10.249308888196277
1991-12-24,6.810685417,6.329384246,7.299578491,6.633560667,5.393449475,4.054677408,7.676045776,8.36787532,9.175532618,7.098528276,11.20562839,5.129785768,11.39643431,11.06679492,4.379429796060568,7.18985116221074
1991-12-25,4.650401554,4.248781029,4.640521773,4.498191341,3.664985457,3.83739087,5.070530116,5.449365438,6.089617156,4.531133425,6.235431553,3.821024833,5.132273569,5.370546605,3.8709740551533054,4.616428264783457
1991-12-26,4.847478472,4.993781607,5.849514767,4.820681778,4.215150222,4.063251155,5.195244893,5.935091688,7.145994289,4.665967994,6.877368195,4.800418561,5.334918579,5.846857917,4.231576618550079,4.749662590304615
1991-12-27,5.117800803,5.572385874,6.232138744,5.225079479,4.515858723,3.991786326,5.060610427,5.177949462,6.010777882,5.054220725,5.973796501,5.7057624,5.992320114,6.091145524,4.332801153020864,5.055231129063369
1991-12-28,5.962503944,6.354889513,7.55494774,6.110099739,4.532819305,4.19698694,6.131470398,6.64993737,7.356085199,6.050300507,7.418076137,5.649457845,7.270121976,7.202639509,4.556670486520778,6.0631359080389835
1991-12-29,5.638752279,5.615914985,6.102377888,5.455311768,5.842568923,5.889010336,5.888254139,6.328067379,5.883678973,5.584776972,6.452163618,6.379171252,7.578914823,6.861208425,5.923898373077114,5.6327658395053115
1991-12-30,6.897090462,7.627931727,8.601457322,6.959569803,7.508785619,8.438239676,6.774104666,7.096858837,7.64368663,6.537125977,7.798426906,8.540226854,6.854714743,7.376593579,8.38041303813538,6.574599435120173
1991-12-31,10.02263838,10.22615672,10.89334,10.12508,9.38843507,7.386676543,9.474565108,9.971007702,10.84548275,9.534604786,11.612105,9.680434989,9.15321443,9.600694758,7.905603003674793,9.525110707150226
1992-01-01,10.81780001,10.7372419,11.11838049,11.1602743,9.68674882,8.205107571,10.36339036,10.41355327,11.27590476,10.73972847,11.80181359,9.55442834,8.815220908,9.592695345,8.584810930942487,10.68021809603506
1992-01-02,8.014524853,6.893514923,8.053692211,7.444190008,6.562934733,6.035185066,9.238465743,9.967099082,9.353462581,8.563681783,12.75039671,7.127173379,8.530343023,9.028390229,6.2396052387101175,8.670385421930272
1992-01-03,8.781472577,8.389258244,9.311641731,8.626602633,8.326833461,7.521251237,9.067157716,9.809404279,8.847733515,8.597398979,10.72803683,8.719270801,7.258833593,7.884179294,7.7391572143539396,8.671681963819598
1992-01-04,10.90432961,10.82708032,11.5879492,10.97517414,9.966176362,8.41265127,11.19975618,11.79517379,11.47987443,10.73256751,12.04107705,10.72960816,9.076888078,9.726308955,8.897629646690788,10.806444089929366
1992-01-05,11.65896081,12.08023076,12.16320057,11.91488663,11.43277378,8.650524652,11.4144988,11.44302818,12.31509667,11.59874221,11.86504351,12.12351279,10.9163754,11.4178778,9.36112077965883,11.56960778556003
1992-01-06,10.58731823,10.54542248,10.45847233,10.51454506,10.68031855,8.883597911,10.21096024,10.67831094,10.57133463,10.30824318,11.33027976,10.07464941,11.21711075,10.92126465,9.169242203633724,10.292859821296814
1992-01-07,10.09413884,10.61853484,11.15377002,10.13947634,10.13107982,8.662132308,10.38213968,10.58681524,11.42121667,10.12158338,12.02892219,11.54945043,12.0662035,12.10494871,9.17559262097655,10.162785167541315
1992-01-08,11.24694677,10.50144026,10.54003157,10.94770074,11.21980984,8.687740456,11.65815572,12.46605424,11.99610649,10.96422295,14.22612344,9.716173725,13.86568631,13.95934054,8.967102748459178,11.073954591712353
1992-01-09,7.939131616,6.809764792,7.190308778,7.4253316,6.342451536,4.727252273,8.923639034,9.292458074,9.096923253,8.403251848,10.7642695,6.160216322,11.51487571,11.14506121,5.078096422463603,8.485540713311623
1992-01-10,7.509893794,6.942107184,7.312539554,7.187266073,6.537500231,5.955556743,8.325730613,8.677951338,8.487479131,7.745261132,9.909769216,7.020123552,8.364732357,8.551469702,6.167781075575598,7.837050815190848
1992-01-11,7.994803242,7.560663297,7.611429551,7.792290894,7.820556156,6.393313639,7.870580277,8.142025585,8.571116277,7.951654505,9.647484152,7.512653477,7.24022714,7.761216655,6.627689945040716,7.938834231158483
1992-01-12,7.099343112,7.673669987,8.729728516,7.167193843,6.754816333,6.206084129,7.507059599,8.06439822,7.593508037,7.114001817,9.207277106,8.894588105,6.351992248,6.891357571,6.653601443675391,7.176156073970277
1992-01-13,10.52617335,9.321501435,9.164421484,9.924773879,10.12061739,8.474569115,10.34252571,10.00360004,9.991922709,11.09920469,10.3498227,8.751954655,10.39219502,10.1750849,8.580819833474724,10.979550985326808
1992-01-14,2.434340673,2.110067683,2.78449118,2.151084512,1.178482809,0.750804075,3.402714688,4.163605275,4.138235619,2.627010613,5.797156182,1.996490784,6.169533184,5.995829236,1.0168314484127237,2.749672757392911
1992-01-15,2.932187956,2.140505528,2.428244068,2.648556176,2.00970021,1.534996497,2.695590301,3.166711313,3.684484436,2.965713296,4.582355605,1.125047615,2.901306304,3.491880632,1.5383917890520173,2.92299872625053
1992-01-16,-0.608618781,-1.910926805,-1.656781131,-1.426715639,-2.3432815,-3.943746875,0.648285242,1.69182633,-0.072971143,0.011913114,3.976421125,-1.660094189,1.302171765,1.42136975,-3.4957050298970445,0.11254268701385833
1992-01-17,-0.622014065,-0.708541536,-0.939983208,-0.780654718,-0.458254007,0.871590146,-0.107646124,-0.39847754,0.719346958,-0.461962245,0.502673886,0.518848284,-0.57591124,-0.417746707,0.6930157017941297,-0.40593420983099804
1992-01-18,3.059037519,2.439466703,3.273890429,2.856827312,1.803553963,0.565024401,3.661102913,4.217527389,3.525533669,3.34812446,4.051249174,1.046066854,3.06242926,3.153120259,0.7843279797686283,3.3976157665833204
1992-01-19,0.483882812,0.13051863,1.505246124,0.287682593,-1.952074733,-3.780726692,1.687500473,2.289579159,1.629037619,1.128026602,3.042758852,-0.512950197,0.888596911,1.203965481,-3.0530178697133197,1.2164962477842673
1992-01-20,2.900155835,3.1452907,4.177164941,2.950327853,1.747153359,-1.197299522,2.814001208,3.315779245,4.211782736,2.785867168,4.144185978,3.393206412,2.063897771,2.85763667,-0.27452509170470263,2.79031600588555
1992-01-21,5.954929803,6.019819806,6.394314775,6.034784805,5.606068984,3.293799277,5.723988622,6.217956286,6.304218082,5.615852954,6.995118858,5.653178597,4.857945466,5.397975829,3.8107539387977925,5.632952455407466
1992-01-22,4.962903232,6.267600438,6.86960194,5.44913773,5.117226463,6.388211461,5.231466047,5.580653476,6.989841415,4.820903678,7.219419211,7.169928691,7.862907447,8.14749639,6.471054711444675,4.885825936644281
1992-01-23,9.454590527,8.649553891,8.945643482,9.211455695,7.73404845,6.312601147,9.635461927,10.00629679,10.95666453,9.91419351,12.01105548,7.291455655,12.48683893,12.14992811,6.631246891625682,9.870117663575176
1992-01-24,6.535625711,6.765491951,7.681596721,6.623365295,6.177402995,5.559725128,7.081042525,7.463535125,7.236540122,6.303351989,7.948914488,7.377281603,6.45321781,7.060887663,5.880719562256515,6.426328252621965
1992-01-25,9.448727592,9.581706513,10.27352994,9.56214932,9.204094818,8.507669387,9.338924178,10.00785798,10.42269994,9.005666686,11.0935187,9.823151279,8.849310777,9.450623315,8.757385823677607,9.058364718563157
1992-01-26,10.63234284,10.88124918,11.40477716,10.73387019,10.17116527,9.462663726,10.65300246,11.20220626,12.51426558,10.45342178,12.46831188,10.85803217,11.69410804,12.1378702,9.751672846502546,10.484981488111877
1992-01-27,9.976573594,8.910891811,9.588474722,9.573633666,8.748152158,6.797423977,10.31867147,9.959868088,9.573604698,10.2294887,10.90419152,8.385206999,9.616443599,10.09060496,7.169412474780873,10.243591178204847
1992-01-28,8.822662298,8.50108618,9.04701118,8.648542593,8.239626987,7.506233085,9.03575418,9.299095656,9.312369457,9.051589191,10.56930461,8.576282065,9.465782972,9.659945313,7.719828639400861,9.04908519950589
1992-01-29,8.561006813,8.84702288,9.714697817,8.511143165,8.316617956,7.920560197,8.590425376,8.729491225,9.468403778,8.57384009,9.742804366,9.163872571,9.740134529,9.646417516,8.148919140769484,8.576462722536936
1992-01-30,8.608336508,8.971020587,9.220454709,8.921273307,8.169504983,8.745664327,7.776820588,8.190809901,9.968127218,8.322397222,10.32176561,9.831427605,9.212805496,9.449501759,8.894665836337401,8.2361251473598
1992-01-31,11.94627623,12.37733799,13.22078043,12.16974587,11.33511205,10.55395513,11.95062292,12.51642789,12.98607157,11.65151659,12.98659651,12.39387637,10.70210565,11.09584223,10.930967173845895,11.698814296717982
1992-02-01,12.47710376,12.70431413,12.66733824,12.67592112,12.3881756,12.12081223,11.90199276,12.3509364,13.92552751,12.11736123,13.59190411,12.83050675,12.22930834,13.10251218,12.255883901385788,12.083304997454334
1992-02-02,12.91450737,13.20255002,13.61338645,13.11703429,12.73855153,11.50381212,13.04702739,13.63279078,13.63209046,12.61412295,14.23440875,13.26141861,12.60028683,13.33473719,11.860236948697924,12.682578162031229
1992-02-03,11.21599078,11.78526268,12.48029904,11.444331,10.04178824,9.426424692,11.34185779,12.0734456,13.52878751,11.21849433,13.72537287,10.79267264,12.80632349,13.38657763,9.793178257586979,11.23800180331491
1992-02-04,10.13275444,10.17422366,10.94453526,10.22452791,8.468397494,8.926920556,10.68743944,11.34016435,11.55019462,10.40096748,12.45531246,9.372074331,11.26874672,11.35079363,9.087770468721095,10.446267312828697
1992-02-05,6.790558196,7.247539172,7.620589031,7.030197792,6.135319591,5.177579537,6.681803222,6.972229722,7.78297523,6.822288708,7.804187409,6.509465592,8.017522243,7.832693952,5.515280417878937,6.800073727411119
1992-02-06,4.954003488,4.45622982,4.957777298,4.55804267,4.463197844,5.421403717,5.028350864,5.256951697,4.981039186,5.071771106,5.919451318,4.683314004,3.80234176,4.127570419,5.249975732704388,5.064905059829263
1992-02-07,7.081312063,6.585665189,6.9810872,6.740842874,5.66102065,5.791684952,8.194308619,8.625101718,7.918351857,7.275929174,9.310987035,6.062657433,7.492185261,7.756465568,5.892596591439827,7.42115258550531
1992-02-08,5.802173681,5.427110657,5.753102114,5.612303717,4.656621361,4.677433535,6.481747773,7.283103266,7.034276619,5.826447981,8.218650184,5.364551656,7.054406622,7.311485763,4.824165909890288,5.9300705869621355
1992-02-09,6.569773511,6.755912717,7.186915086,6.679165115,5.5352163,5.821867773,7.181534036,7.650819169,8.855275319,6.521762168,8.931857661,7.031023148,7.331052534,8.057736611,6.046806620709403,6.626091943680239
1992-02-10,9.659683102,9.218509548,9.520018958,9.213989479,10.21284001,10.00287002,10.14722943,10.48537121,9.202355553,9.905149044,10.22096773,10.51055662,7.159337364,8.183164816,9.99568606431254,9.943429233854905
1992-02-11,12.7757339,12.2616547,11.58552374,12.14129653,13.5817148,13.60874781,13.16155669,13.05793553,12.78387213,13.27419664,13.91450062,14.06876326,9.979641134,11.37466231,13.547267910204386,13.256384876137199
1992-02-12,15.76529975,15.31998252,15.87260347,15.35347317,16.17066604,13.53848773,15.59400183,15.53820357,15.52660629,16.06950275,15.16998241,15.04665093,14.56645247,14.75084578,13.872301613553695,15.994311753345764
1992-02-13,16.13612756,14.20453647,14.68079333,15.29682544,14.02910898,9.615848804,17.37532716,18.01070958,17.13961245,16.88592449,18.81075972,12.03487205,16.41083984,16.84527497,10.300815603037819,16.96331377143934
1992-02-14,14.28980296,13.56398376,14.86532363,13.49999582,12.5398313,9.463154455,16.26294259,16.64026722,15.8297378,15.19965606,19.09573175,13.89506641,16.84181258,17.34353566,10.346124865750848,15.367793639880443
1992-02-15,14.82186754,14.47633366,14.46463987,14.53007526,14.43753782,12.83696508,15.10776878,15.75482191,16.05568603,15.00964341,18.01513162,14.09781101,18.46126534,18.26713413,13.128996351676296,15.025159982223173
1992-02-16,13.92737367,13.23776288,13.89818589,13.58704464,13.06576173,11.78744376,14.79349958,15.46285331,15.16925702,14.08335356,16.07071483,12.64421529,15.56685524,15.68384973,12.014937539061142,14.195649004168306
1992-02-17,14.35433333,14.10754083,15.10555808,14.22575641,13.07020681,13.25926724,14.90095474,15.71619161,15.93965908,14.32489501,16.90926744,13.30814498,14.90373747,15.48590884,13.33837204272234,14.415987378929737
1992-02-18,13.0649835,12.72873213,13.49415246,12.96929626,11.03542544,9.895671897,13.54132925,14.57095796,15.05946692,13.08432152,15.72547696,11.35586571,15.15367786,15.25612661,10.314596650096703,13.156588187112629
1992-02-19,10.91057794,10.85397256,11.31577238,10.92261798,9.914520296,8.669170036,11.1626942,11.8323194,12.95091579,10.85038312,12.75468158,10.43767127,12.36197669,12.63429812,9.0688807048094,10.899768894840058
1992-02-20,11.57678402,11.72736838,12.27139875,11.58302147,11.49354976,10.66535508,11.48051688,12.1175651,12.80979764,11.28571131,13.09195093,12.50006415,10.64151197,11.48323941,10.975978509099052,11.316515929604304
1992-02-21,13.33101824,13.88157975,13.66385201,13.48593746,13.58877786,14.00363745,13.16641968,13.68762215,14.08406899,12.9572042,14.00291859,14.53942612,11.82336935,12.73989565,14.05701560582794,12.990287459768865
1992-02-22,14.63413301,14.32709966,14.2598857,14.24734367,14.92342447,14.61603022,14.40494908,14.37157684,14.91294494,15.04272711,15.29182582,14.68261235,13.3393421,14.02327078,14.599015998172387,14.941875221595925
1992-02-23,13.20011168,12.23340316,12.76575984,12.56389201,11.72347499,11.10996791,14.12601286,14.61533693,13.52880953,13.63632583,16.32686013,12.40477509,14.70064658,14.83138613,11.361484771067751,13.71376007730777
1992-02-24,15.49292359,14.07049671,14.24698413,14.87077649,14.76590884,13.17957925,15.66949795,15.76708567,15.68776444,15.7460559,17.05788967,12.98988621,15.77391578,15.92176045,13.233905289856098,15.733949785542208
1992-02-25,8.196782449,8.062531552,8.584330447,8.125670974,6.357921602,4.647872773,8.712797922,9.387643934,11.01996067,8.591060023,11.53724606,6.488265909,15.75300778,14.98259066,5.162394865295308,8.610310446230311
1992-02-26,4.888914233,4.427536539,3.99316228,4.382428697,4.666652564,5.276005492,5.586836435,5.544291861,4.419455906,5.288731087,5.564605965,5.850396218,6.636149967,6.358176384,5.271241906365234,5.335870508358171
1992-02-27,8.786253673,9.513046673,10.31366017,8.897630945,8.436033662,9.066381713,8.678691423,9.163586651,9.213176433,8.6517722,9.463563615,9.97382665,7.308034881,7.844596674,9.213225778119932,8.65602893878092
1992-02-28,11.94924394,12.50023626,13.5361072,12.35056629,11.05684376,12.17189697,11.62958534,12.1666329,13.20867114,11.63614125,13.42202185,12.8619843,12.00690955,12.51219687,12.282588595791314,11.635104563452945
1992-02-29,15.37363801,15.9182267,15.78191752,15.69937457,15.1283712,14.94839605,14.62927208,15.11237867,15.59800509,14.69386423,16.40857881,15.77626022,14.19498469,14.6591047,15.130936687161988,14.68365026840653
1992-03-01,15.92761908,16.24639283,16.63223939,16.03076784,15.96902398,15.39266461,16.11921171,16.90197202,17.05464457,15.51211792,17.72707966,16.65849974,15.6283943,16.50916595,15.61742782422512,15.60811770719851
1992-03-02,16.90986192,17.64382072,17.79332864,17.17986624,16.84076438,16.34339797,17.20996045,17.50512711,18.75375201,16.3760502,18.17733412,17.51137053,17.83760903,18.08886836,16.59507112680225,16.507916491273807
1992-03-03,18.19744753,18.24479995,18.60234368,18.19974934,17.91810008,18.0949348,18.56629909,18.6810353,18.93987978,18.25593032,18.9120022,18.43479963,17.52311093,17.94489489,18.14842714358845,18.305008957211992
1992-03-04,17.17303254,17.14881076,16.9812742,17.16427515,17.28557513,15.30612333,17.22553451,17.27295776,17.52022992,17.34277371,17.37316666,17.28428562,18.55680768,18.24255876,15.701295531888357,17.324234666384804
1992-03-05,15.67006103,16.11436716,17.04393366,15.95958374,15.1770032,14.54356658,15.48914315,15.82957231,16.78798113,15.49165979,16.87358324,16.03326718,15.61179838,15.97715785,14.856978133350138,15.491261833525341
1992-03-06,16.78718914,17.62251716,18.9390855,17.30457238,15.91831677,14.92920366,16.16524536,16.89588764,19.95162827,16.33379467,18.96395739,16.93667287,20.20172756,20.24249393,15.401349004060114,16.30714195478699
1992-03-07,18.0086098,18.28547415,19.20876085,18.39672136,17.17393021,16.25310481,17.89808572,18.86872034,19.54215275,17.58126482,19.76268881,18.03424383,18.82499318,19.29894755,16.64115609576542,17.63136373301975
1992-03-08,19.32995581,20.1005867,20.39288732,19.77605181,18.50097599,17.94826609,18.24262668,19.47567285,21.07047157,18.48264402,20.27784557,19.4487479,20.13923079,20.3965146,18.31319533658432,18.444690059766025
1992-03-09,18.73330751,17.86269924,18.85967513,18.56478911,16.82705372,16.05172213,18.85262239,19.44372487,19.04555345,18.96557086,20.31909986,15.92823368,17.93922291,17.96109004,16.193420975851893,18.94771030984613
1992-03-10,11.58480128,11.15213936,11.19591083,11.44304951,9.796346002,7.327314123,12.43912036,12.97536319,13.07705105,12.06232752,13.40994142,9.663822746,14.27972656,13.90706811,7.936454523210829,12.121909800454429
1992-03-11,4.68603862,4.337213992,4.513844418,4.585356285,4.021083891,4.271362915,4.86516299,5.334159763,5.486189682,4.662307051,5.954292301,4.583243511,4.711033682,5.129512837,4.314259541734698,4.694384676066721
1992-03-12,5.502195687,6.346105262,6.098291354,5.74974089,6.168073057,7.769604367,5.567398738,5.760397415,6.508341684,5.086744865,6.554290108,8.207695518,5.250899294,5.725017682,7.698908904242603,5.162750698504146
1992-03-13,11.90147929,11.70351617,12.09768847,11.68701105,11.25741398,11.60468417,12.57639502,12.88915611,12.47367998,12.04778257,12.93079483,12.34267515,11.14086711,11.43098086,11.701266123690463,12.131372096933697
1992-03-14,14.10791568,14.42785209,15.40938078,14.0983741,14.80454819,14.77074815,14.37447515,14.63312199,14.48194903,14.13531366,14.55873638,15.38243351,11.79473191,12.5685332,14.81410511916711,14.173132284608364
1992-03-15,18.91624138,18.35718311,18.64101006,18.74436152,18.50066566,16.93869664,18.81739794,19.16396799,18.34565285,18.82208122,18.79088613,17.66138156,17.4074586,17.94658182,17.14744372981744,18.821340652577312
1992-03-16,19.29664396,18.89395642,18.7577465,19.07580825,18.62428505,17.09648487,19.08172046,19.40460591,19.25525406,19.34061133,20.42707789,18.9401726,18.37502994,18.690831,17.47170806104172,19.299672897031286
1992-03-17,18.18979111,18.24896396,18.36449103,18.16118808,17.63851192,17.83958598,18.35130674,19.02594422,19.46396177,18.0853675,19.75522237,17.71749802,18.31864974,18.89830944,17.860382361409407,18.12742049225303
1992-03-18,17.0438984,16.75134314,18.10333659,16.94595488,15.45808724,15.17075349,17.61141893,18.4791929,18.30929079,17.28372983,20.42204529,15.73709646,18.52010018,18.45618117,15.374850847262495,17.335547332312565
1992-03-19,16.41317025,15.26953347,16.04070043,15.93720179,14.37298716,12.07734973,17.55441774,18.12883802,17.6909674,16.97499238,19.36487975,13.18842384,18.36556943,18.12388499,12.485644228737725,17.066616956257686
1992-03-20,10.56613791,9.994679427,10.32052364,10.28576701,9.310947801,9.131882273,11.58592083,12.09001324,11.82321965,11.03670963,12.74761196,9.988898001,10.46679053,11.06509238,9.308655283563846,11.123556438838285
1992-03-21,12.54456442,12.55028742,12.63805862,12.53143914,11.74493092,11.89278775,12.68045859,13.52557849,14.18209799,12.4838789,15.08252549,12.31559497,12.37436945,12.81536328,12.000024666684945,12.514964061334872
1992-03-22,13.90876417,13.52800856,13.73834566,13.87881631,13.6215928,14.34051453,14.25393438,14.53782471,15.90792182,14.01334251,15.36598207,12.40441777,12.93595098,13.86525061,14.039347536398358,14.051387320706583
1992-03-23,8.116153775,7.559615809,8.045933036,7.839113982,6.11027261,6.771715148,9.966699877,10.95422516,9.07046585,8.659431898,12.53138843,7.309848973,12.83602676,12.22817607,6.903974912331974,8.866150282972162
1992-03-24,9.884730603,10.04781978,11.0553965,9.734451916,9.410077217,10.00295721,10.35986672,10.78240945,9.866385226,9.85966987,11.80409605,11.07553478,8.911823573,9.313756131,10.13479464898551,9.938766035943924
1992-03-25,15.23433134,14.41014798,14.43609335,14.93364964,15.76128793,14.5759589,15.53950536,15.820134,14.77884395,15.38878679,15.4979433,14.46431595,12.08745271,12.91504832,14.548316830301529,15.412619928940298
1992-03-26,15.73777358,15.43632253,15.84366095,15.67335216,15.41117522,14.10935755,16.25306202,16.36848689,16.33065538,15.80057592,17.60779616,16.06633167,14.40671882,15.22199515,14.45745403967892,15.87212758141674
1992-03-27,18.4072329,18.58272105,18.59494445,18.58614293,18.17298689,18.13130315,18.25712418,18.71435442,18.57824691,17.86298708,18.96933475,18.48619997,17.01823074,17.52025414,18.212636862862315,17.92531200960773
1992-03-28,16.45051064,16.79511969,16.87940896,16.67538783,15.86478402,15.83813794,16.44188421,17.23700389,17.85791393,16.31124256,18.38522741,17.0162012,17.37157484,17.96585836,16.061348662141626,16.33190093405331
1992-03-29,16.58566452,17.18223445,18.17372739,16.82208325,17.92240837,17.19661298,15.46960716,15.66635858,16.91292509,15.94866541,16.09084948,17.32123378,14.59572819,15.22979918,17.210238662800204,15.872911892482232
1992-03-30,15.96874253,15.50777328,15.61653365,15.83673069,14.03622189,12.41643916,16.67669831,17.01324308,17.35711276,16.4126766,17.61017155,13.75943339,17.11405035,17.32906714,12.843691186382275,16.454426373088253
1992-03-31,12.60714732,12.16902897,12.50856348,12.26103396,12.02601553,11.58822721,13.75991036,13.6573488,12.97655726,13.0760586,13.47482113,12.34755695,11.67225906,12.02502591,11.728987298537454,13.18419613083412
1992-04-01,12.98163568,12.87131286,13.21211278,13.18778448,11.42453828,8.955398929,12.60507575,13.2675527,15.02321896,12.56636634,15.18674543,11.07476105,13.9848525,14.26698007,9.546501200785798,12.572487461948192
1992-04-02,9.922950324,8.896377886,9.1661244,9.499531423,8.048727939,7.161523183,10.28730592,10.65332115,10.65502796,10.3178281,13.16504676,7.626937804,11.33878298,11.58325964,7.366904788607264,10.313001625354566
1992-04-03,5.138295483,5.021291205,5.147661802,4.690904028,4.172174308,5.556923646,6.210180586,6.51127574,5.954624416,5.591896688,7.168180067,5.320958711,7.09627746,7.193290433,5.482504503144398,5.689665967827862
1992-04-04,12.05992287,13.07656274,14.00892623,12.29855113,11.99918779,12.8748321,12.01180991,12.42982575,14.19256644,11.7304263,12.32644246,14.27578319,10.90193297,11.64619989,13.059395838690572,11.77492151165609
1992-04-05,16.24603338,16.82260098,16.47682674,16.65451743,15.9100922,16.4959037,15.57820379,16.5362185,16.99822017,16.00809213,16.58380184,17.02564883,15.24605925,15.71510741,16.587324108361344,15.940113854091228
1992-04-06,13.82232817,14.28305943,14.7057763,13.86584849,12.80595958,13.28931289,13.92821766,14.10296595,14.01956414,13.76228535,14.40102186,14.25689397,13.03112148,13.03268429,13.490588084324413,13.788524238803916
1992-04-07,14.12328115,14.48367373,14.86644882,13.96143889,14.03825611,15.11001983,15.03277853,15.61833613,14.41284491,14.08416786,16.71896006,16.3741021,13.65353799,14.02211216,15.206725720023414,14.234171737414458
1992-04-08,18.94844801,18.55965903,17.6153975,18.50704937,19.75269847,20.04415063,18.61421443,18.96373505,18.51377705,18.79938025,19.67961146,20.23941525,16.97442776,17.50951741,19.93921661255629,18.770099964796557
1992-04-09,20.87699226,20.97218181,20.59484898,20.93828008,21.2069568,20.91181177,20.18242599,20.35598058,20.85127989,20.5150786,20.85129199,21.30364673,19.25489376,19.55538522,20.963773780334986,20.46247621747352
1992-04-10,19.9143942,20.21211796,20.14089891,20.01504696,20.13989652,20.34720542,19.60177475,19.91338583,20.69496706,19.51289737,20.39723601,20.58559928,20.9706664,20.95869774,20.363977836981476,19.526951556860915
1992-04-11,20.56032995,21.02193441,20.98993214,20.58235372,21.02987549,21.79866131,20.37746404,20.48928468,20.94736472,20.39123347,21.50619556,22.02191697,19.48811947,19.95016741,21.758203140170032,20.389056108986562
1992-04-12,22.52449361,22.22219628,22.40045683,22.36462832,22.16189394,22.33459228,22.22629675,22.10547866,23.014515,22.4879124,22.9427081,21.0559568,20.3999774,21.17437878,22.172337907267604,22.44654309736259
1992-04-13,19.64381793,19.98475557,21.26746823,19.65460954,15.95282984,13.16377042,21.45908661,21.98499878,22.77775143,20.45842821,22.63742776,18.25968952,21.07245136,21.49986718,14.360925115477404,20.616662398918987
1992-04-14,20.40819985,20.92118078,20.56624282,20.62626642,19.80816893,18.9548647,19.95362454,20.44988375,22.32929522,20.09544467,21.76493467,21.1226224,21.78562719,22.12684951,19.383335283901857,20.07301864205386
1992-04-15,21.38705695,22.31249323,22.85119175,21.92451807,20.96544176,20.58703639,19.94402014,20.19985708,23.12975696,20.49211204,22.12190353,22.17281623,22.57177624,22.74429468,20.925269673522045,20.405442226155863
